author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
ID 107641596,unknown,https://www.cian.ru/sale/flat/299373811/,Москва,sale,flat,12,14,1,38.0,8990000,Лосиноостровский,Изумрудная ,36,Бабушкинская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299469625/,Москва,sale,flat,8,17,1,38.0,10000000,Северное Бутово, Грина,9,Бульвар Дмитрия Донского,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299722483/,Москва,sale,flat,6,13,1,26.8,10300000,Таганский,Волгоградский проспект,1С1,Пролетарская,
RED,real_estate_agent,https://www.cian.ru/sale/flat/301734792/,Москва,sale,flat,9,22,1,30.3,7900000,, Родниковая,30к3,Саларьево,Румянцево-Парк
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/295294075/,Москва,sale,flat,6,12,1,35.2,10500000,Преображенское,2-я Пугачевская ,9К1,Преображенская площадь,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297902239/,Москва,sale,flat,13,16,1,37.5,10300000,Бибирево,Белозерская ,17,Бибирево,
Маленков недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301389273/,Москва,sale,flat,3,9,1,31.5,12200000,Очаково-Матвеевское,Нежинская ,13,Матвеевская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300725362/,Москва,sale,flat,8,9,1,35.0,10490000,Северное Тушино, Вилиса Лациса,11К3,Планерная,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298065569/,Москва,sale,flat,8,12,1,34.9,9000000,Дмитровский,Клязьминская ,4,Грачёвская,
ID 103991409,homeowner,https://www.cian.ru/sale/flat/301791013/,Москва,sale,flat,1,5,1,31.4,9500000,Измайлово,Измайловский бульвар,37,Первомайская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294451528/,Москва,sale,flat,9,17,1,38.0,10500000,Южное Бутово,Веневская ,9,Улица Скобелевская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294038293/,Москва,sale,flat,11,24,1,43.5,14100000,Нижегородский, Нижняя Хохловка,8,Нижегородская,
Евгений Сыстеров,realtor,https://www.cian.ru/sale/flat/297532641/,Москва,sale,flat,5,5,1,30.0,9000000,Кунцево,Бобруйская ,18К3,Молодёжная,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297727983/,Москва,sale,flat,25,25,1,46.3,15500000,Левобережный,Валдайский проезд,10к1,Беломорская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299776431/,Москва,sale,flat,12,12,1,38.7,9200000,Орехово-Борисово Южное,Домодедовская ,38К2,Домодедовская,
ID 12878180,homeowner,https://www.cian.ru/sale/flat/301439558/,Москва,sale,flat,14,19,1,45.7,18300000,Войковский,5-й Войковский проезд,16к2,Войковская,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/301181308/,Москва,sale,flat,2,2,1,31.4,9800000,Текстильщики,Грайвороновская ,4С2,Текстильщики,
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/301407636/,Москва,sale,flat,21,22,1,38.5,14999000,Южное Тушино,бульвар Яна Райниса,45К2,Сходненская,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300583980/,Москва,sale,flat,3,16,1,31.2,9850000,,проспект Магеллана,1,Прокшино,Испанские кварталы
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299635004/,Москва,sale,flat,16,17,1,37.8,8700000,, Солнечная,15,Рассказовка,Град Московский
Антон Белов,realtor,https://www.cian.ru/sale/flat/297215041/,Москва,sale,flat,13,14,1,38.7,17990000,Таганский,переулок Ковров,1,Москва-Товарная,
Илья Сетков,realtor,https://www.cian.ru/sale/flat/301178903/,Москва,sale,flat,4,9,1,31.8,10700000,Хорошево-Мневники,Карамышевская набережная,2/1,Народное Ополчение,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301129606/,Москва,sale,flat,1,5,1,17.9,9600000,Соколиная гора,проспект Буденного,24К3,Сортировочная,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298520114/,Москва,sale,flat,9,12,1,39.0,9380000,Марьино,Донецкая ,19,Курьяново,
Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/301821529/,Москва,sale,flat,14,14,1,40.0,13000000,Южнопортовый,Шарикоподшипниковская ,16,Дубровка,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/300967755/,Москва,sale,flat,2,2,1,28.7,9500000,Текстильщики,Грайвороновская ,4С2,Текстильщики,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294258749/,Москва,sale,flat,12,17,1,37.9,12000000,Братеево,Братеевская ,21,Борисово,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300833206/,Москва,sale,flat,1,12,1,34.1,10900000,Черемушки, Обручева,39,Калужская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300889564/,Москва,sale,flat,12,16,1,40.6,18800000,Можайский, Вересаева,10,Давыдково,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300071808/,Москва,sale,flat,4,5,1,51.4,11800000,Рязанский, Михайлова,22К1,Плющево,
Квартал-М,real_estate_agent,https://www.cian.ru/sale/flat/301847857/,Москва,sale,flat,8,25,1,40.0,13000000,, Саларьевская,16к3,Саларьево,Саларьево парк
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299942586/,Москва,sale,flat,18,21,1,42.0,15500000,Очаково-Матвеевское, Малая Очаковская,4Ак2,Озёрная,Мичуринский парк
Андрей Иванов,realtor,https://www.cian.ru/sale/flat/299174112/,Москва,sale,flat,22,33,1,34.4,18500000,Хорошево-Мневники,Причальный проезд,10Б,Шелепиха,Level Причальный
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301680909/,Москва,sale,flat,8,9,1,31.0,11490000,Ясенево,Литовский бульвар,3К2,Ясенево,
ID 104795526,real_estate_agent,https://www.cian.ru/sale/flat/297486676/,Москва,sale,flat,2,9,1,41.4,24391000,Хамовники,Комсомольский проспект,23/7,Фрунзенская,
Виктория Цибина,realtor,https://www.cian.ru/sale/flat/299744002/,Москва,sale,flat,4,5,1,30.3,23000000,Хамовники, Усачева,38,Спортивная,
Людмила Геберт,realtor,https://www.cian.ru/sale/flat/301869049/,Москва,sale,flat,2,4,1,39.5,10600000,Ярославский,Ярославское шоссе,107,ВДНХ,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301508047/,Москва,sale,flat,15,17,1,38.0,11800000,Вешняки,аллея Жемчуговой,5К3,Новогиреево,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298159475/,Москва,sale,flat,3,32,1,35.0,19000000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
Диана Тухбатуллина,realtor,https://www.cian.ru/sale/flat/300400527/,Москва,sale,flat,3,5,1,31.0,8490000,, Харлампиева,30к1,Филатов Луг,Спортивный квартал
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301601248/,Москва,sale,flat,16,39,1,47.6,25000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297062106/,Москва,sale,flat,2,9,1,34.1,20990000,Красносельский,переулок Даев,12/16,Сухаревская,
Jcat,real_estate_agent,https://www.cian.ru/sale/flat/301215878/,Москва,sale,flat,8,9,1,35.0,8300000,Гольяново,Хабаровская ,1,Щёлковская,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301248744/,Москва,sale,flat,21,21,1,45.7,16500000,Нагатинский затон,Нагатинская набережная,46,Коломенская,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300099173/,Москва,sale,flat,3,15,1,37.5,30000000,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/300962482/,Москва,sale,flat,5,14,1,33.0,11999000,Алексеевский,Маломосковская ,3К2,ВДНХ,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301504109/,Москва,sale,flat,9,9,1,41.0,12900000,, Инженера Кнорре,7к3,Румянцево,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/301775124/,Москва,sale,flat,8,41,1,41.0,34000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301063006/,Москва,sale,flat,10,16,1,39.0,9100000,Ярославский,Ярославское шоссе,57,ВДНХ,
MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/299499349/,Москва,sale,flat,5,21,1,48.4,22800000,Щукино,Щукинская ,3,Щукинская,Интонация
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/301970961/,Москва,sale,flat,7,7,1,43.0,16000000,Таганский,Нижегородская ,32С3,Калитники,Loft FM
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/300501002/,Москва,sale,flat,3,12,1,35.0,10000000,Западное Дегунино, Ивана Сусанина,4К1,Моссельмаш,
ID 96167522,realtor,https://www.cian.ru/sale/flat/294926126/,Москва,sale,flat,4,9,1,26.8,6182125,Люблино, Верхние Поля,27С2,Братиславская,
ID 96167522,realtor,https://www.cian.ru/sale/flat/296746930/,Москва,sale,flat,1,9,1,34.9,6854250,Люблино, Верхние Поля,27С2,Братиславская,
Светлана Конинген,realtor,https://www.cian.ru/sale/flat/300505732/,Москва,sale,flat,5,12,1,33.2,11800000,Нагорный,Артековская ,4К1,Варшавская,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/297368415/,Москва,sale,flat,30,32,1,43.8,16950000,Бутырский, Руставели,14,Бутырская,Руставели 14
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300564827/,Москва,sale,flat,13,16,1,35.4,12000000,Донской,Загородное шоссе,3К3,Крымская,
ID 16590901,homeowner,https://www.cian.ru/sale/flat/301668357/,Москва,sale,flat,8,22,1,41.0,12400000,Южное Медведково, Молодцова,15К2,Медведково,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301122759/,Москва,sale,flat,5,17,1,40.0,8300000,, Барышевская Роща,24,Щербинка,Прима-Парк
Реалист,real_estate_agent,https://www.cian.ru/sale/flat/299923856/,Москва,sale,flat,9,14,1,42.7,10500000,, 1-я Ватутинская,12к2,Коммунарка,Russian Design District
Денис Каргин,realtor,https://www.cian.ru/sale/flat/301549280/,Москва,sale,flat,4,5,1,20.0,4999999,Марфино,Гостиничная ,5,Окружная,
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/300833245/,Москва,sale,flat,1,16,1,43.9,14500000,Ховрино, Лавочкина,42,Речной вокзал,
Екатерина Минибаева,realtor,https://www.cian.ru/sale/flat/301601707/,Москва,sale,flat,13,13,1,37.8,11500000,Косино-Ухтомский,Каскадная ,20Ак1,Улица Дмитриевского,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300045498/,Москва,sale,flat,11,16,1,36.8,14899000,Таганский,Вековая ,5,Площадь Ильича,
Life Style,real_estate_agent,https://www.cian.ru/sale/flat/299762406/,Москва,sale,flat,13,22,1,40.0,16800000,Кунцево,Рублевское шоссе,79,Молодёжная,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/299812975/,Москва,sale,flat,3,23,1,35.0,16590000,Лефортово,Красноказарменная ,14Ак2,Авиамоторная,Пётр I
ID 507193,unknown,https://www.cian.ru/sale/flat/301185326/,Москва,sale,flat,6,9,1,33.8,9600000,Гольяново,Хабаровская ,9,Щёлковская,
Ромашка групп,real_estate_agent,https://www.cian.ru/sale/flat/295877465/,Москва,sale,flat,11,12,1,32.7,11000000,,бульвар Веласкеса,1к1,Филатов Луг,Испанские кварталы
ID 88424902,unknown,https://www.cian.ru/sale/flat/300253722/,Москва,sale,flat,2,6,1,31.0,8160000,, Жемчужная,1к4,Филатов Луг,Марьино Град
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/299549348/,Москва,sale,flat,10,24,1,40.8,12600000,Нижегородский, Нижняя Хохловка,8,Нижегородская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301251956/,Москва,sale,flat,22,24,1,37.9,9500000,, Бачуринская,7к2,Коммунарка,Новая Звезда
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298908066/,Москва,sale,flat,1,17,1,28.0,6200000,,,7,Остафьево,Новомосковский
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301669904/,Москва,sale,flat,5,5,1,32.0,9490000,Царицыно,Кавказский бульвар,46К3,Кантемировская,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/301925960/,Москва,sale,flat,8,9,1,33.0,11300000,Ясенево,Новоясеневский проспект,22К3,Ясенево,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/301146423/,Москва,sale,flat,15,17,1,36.7,10200000,, Бориса Пастернака,49,Мичуринец,Переделкино Ближнее Город-парк
Омега-Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/301309106/,Москва,sale,flat,14,17,1,37.2,13900000,Фили-Давыдково, Герасима Курина,44К1,Славянский бульвар,
ID 97509627,homeowner,https://www.cian.ru/sale/flat/300402209/,Москва,sale,flat,15,16,1,25.8,14100000,Проспект Вернадского,проспект Вернадского,70А,Проспект Вернадского,
Адресат,real_estate_agent,https://www.cian.ru/sale/flat/295677601/,Москва,sale,flat,12,14,1,39.3,11900000,Перово,1-я Владимирская ,35К2,Перово,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/296556180/,Москва,sale,flat,5,5,1,31.0,14800000,Дорогомилово,Студенческая ,12,Киевская,
Илья Востряков,realtor,https://www.cian.ru/sale/flat/292081557/,Москва,sale,flat,8,27,1,36.5,16490000,Хорошево-Мневники,Шелепихинская набережная,42к2,Полежаевская,FreeDOM
ID 46856,homeowner,https://www.cian.ru/sale/flat/300740972/,Москва,sale,flat,1,5,1,32.0,10690000,Выхино-Жулебино,Самаркандский бульвар,24К1,Юго-Восточная,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/301650913/,Москва,sale,flat,15,16,1,45.9,32900000,Хамовники,Большой Саввинский переулок,1,Киевская,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/300612098/,Москва,sale,flat,1,9,1,34.1,8800000,Отрадное,Юрловский проезд,7,Отрадное,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/295282834/,Москва,sale,flat,11,13,1,49.0,22100000,Таганский, Большие Каменщики,15,Таганская,
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/300290057/,Москва,sale,flat,1,4,1,15.3,6350000,Аэропорт,Большой Коптевский проезд,3С1,Красный Балтиец,
Семен Гордый,realtor,https://www.cian.ru/sale/flat/295041726/,Москва,sale,flat,1,9,1,43.1,6470000,, Семена Гордого,5,Крёкшино,Ново-Никольское
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300977548/,Москва,sale,flat,6,6,1,40.6,6400000,Марьино, Перерва,16,Перерва,Апарт-комплекс 16 Уровень
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295399013/,Москва,sale,flat,4,5,1,36.0,6700000,, Прудовая,1а,Щербинка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298942364/,Москва,sale,flat,6,16,1,31.0,6800000,,проспект Куприна,38к2,Бунинская аллея,Эко Бунино
Анна Климова,realtor,https://www.cian.ru/sale/flat/298284201/,Москва,sale,flat,1,9,1,35.5,7300000,Бирюлево Западное,Востряковский проезд,3К1,Пражская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301640179/,Москва,sale,flat,4,9,1,40.87,7349000,, Золотошвейная,3,Филатов Луг,Цветочные Поляны
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300605035/,Москва,sale,flat,12,12,1,45.6,7500000,, Гореловская,3,Силикатная,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298702852/,Москва,sale,flat,4,7,1,35.0,7650000,Коптево, Клары Цеткин,18к3,Красный Балтиец,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298346469/,Москва,sale,flat,6,14,1,34.3,7770000,, Стожарова,11,Санино,Новое Внуково
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299115781/,Москва,sale,flat,9,17,1,41.1,8000000,, Мостотреста,8с1,Щербинка,Калипсо-3
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301837346/,Москва,sale,flat,18,22,1,38.7,8000000,Можайский,Беловежская ,81,Сетунь,
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/300639142/,Москва,sale,flat,8,12,1,34.3,8100000,Молжаниновский,Ленинградское шоссе,228к4,Молжаниново,1-й Ленинградский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298373700/,Москва,sale,flat,11,17,1,40.5,8150000,,,40к2,Бунинская аллея,Санрайс
ID 88424902,unknown,https://www.cian.ru/sale/flat/301739050/,Москва,sale,flat,1,5,1,31.0,8250000,, Жемчужная,1к10,Филатов Луг,Марьино Град
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/301947548/,Москва,sale,flat,13,14,1,33.0,8300000,, Логинова,7к1,Щербинка,Остафьево
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/300421016/,Москва,sale,flat,19,19,1,38.7,8400000,, Летчика Ульянина,7,Пыхтино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298373539/,Москва,sale,flat,6,14,1,31.7,8400000,, Стожарова,7,Крёкшино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301379769/,Москва,sale,flat,16,17,1,30.9,8500000,Бирюлево Восточное,6-я Радиальная ,7,Царицыно,Царицыно-2
ID 91899444,unknown,https://www.cian.ru/sale/flat/298654341/,Москва,sale,flat,11,14,1,34.1,8500000,,,к4,Бунинская аллея,Эко Бунино ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299482336/,Москва,sale,flat,8,21,1,40.0,8500000,, Городская,20,Коммунарка,Тройка
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298273992/,Москва,sale,flat,2,15,1,38.1,8500000,,,12Б,Бунинская аллея,"пос. Воскресенское, 12Б"
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298452177/,Москва,sale,flat,6,14,1,35.7,8500000,, Стожарова,11,Санино,Новое Внуково
АРТ,real_estate_agent,https://www.cian.ru/sale/flat/296944448/,Москва,sale,flat,1,3,1,39.9,8550000,, Харлампиева,22к2,Филатов Луг,Спортивный квартал
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301574768/,Москва,sale,flat,7,12,1,34.0,8700000,,проспект Куприна,40к1,Бунинская аллея,Эко Бунино
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300884409/,Москва,sale,flat,7,9,1,32.9,8700000,Вешняки,Косинская ,24К2,Выхино,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301926748/,Москва,sale,flat,8,9,1,32.7,8990000,Орехово-Борисово Северное,Борисовский проезд,22К1,Шипиловская,
БЕЛЫЙ КВАДРАТ - Московский Центр Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299253528/,Москва,sale,flat,5,9,1,31.0,13600000,Филевский парк,Барклая ,16К3,Багратионовская,
Екатерина Чистякова,realtor,https://www.cian.ru/sale/flat/300242556/,Москва,sale,flat,12,16,1,40.4,17900000,Даниловский,Автозаводская ,23С120,ЗИЛ,Парк Легенд
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301134253/,Москва,sale,flat,9,14,1,35.0,8990000,Южное Тушино,проезд Донелайтиса,12К1,Трикотажная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301246304/,Москва,sale,flat,3,12,1,0.5,11200000,Строгино, Твардовского,10С2,Строгино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301675716/,Москва,sale,flat,4,5,1,30.3,10800000,Богородское,проезд 3-й Подбельского,14К2,Бульвар Рокоссовского,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301737950/,Москва,sale,flat,8,17,1,38.0,9000000,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301384971/,Москва,sale,flat,22,32,1,39.6,12300000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Олег Перфилов,realtor,https://www.cian.ru/sale/flat/301975911/,Москва,sale,flat,15,17,1,37.7,12530000,Теплый Стан,Профсоюзная ,128,Коньково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301752285/,Москва,sale,flat,16,17,1,38.0,9000000,Бирюлево Восточное,6-я Радиальная ,вл7к30,Царицыно,Царицыно-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301926089/,Москва,sale,flat,22,22,1,38.6,10290000,Можайский,Беловежская ,81,Сетунь,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/299563667/,Москва,sale,flat,15,17,1,38.4,17840000,Войковский,Старопетровский проезд,8,Войковская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298623428/,Москва,sale,flat,2,12,1,38.9,9100000,Марьино,Донецкая ,18К2,Курьяново,
Сергей Головин,realtor,https://www.cian.ru/sale/flat/301133638/,Москва,sale,flat,3,48,1,45.0,20000000,Бутырский,Новодмитровская ,2к6,Дмитровская,Савеловский Сити
Александра  Демчук,realtor,https://www.cian.ru/sale/flat/299846080/,Москва,sale,flat,3,12,1,32.7,9500000,Теплый Стан, Академика Варги,24,Тропарёво,
БЕЛЫЙ КВАДРАТ - Московский Центр Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299145283/,Москва,sale,flat,1,12,1,39.0,9150000,Кузьминки,Юго-Восточный ао,3,Волжская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301201023/,Москва,sale,flat,10,17,1,36.7,11300000,Москворечье-Сабурово,Кантемировская ,20К1,Кантемировская,
ПИА Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301398177/,Москва,sale,flat,25,25,1,53.1,17050000,Кв-ра в развитом е!1-комн. квартира,25/25 этаж,,,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/297827625/,Москва,sale,flat,20,23,1,49.0,24900000,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298340622/,Москва,sale,flat,12,27,1,44.1,19000000,Хорошевский, Зорге,9к1,Зорге,Рихард
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299210205/,Москва,sale,flat,3,8,1,38.9,9200000,Люблино, Марьинский Парк,41К1,Люблино,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300622311/,Москва,sale,flat,3,8,1,49.7,15950000,Лефортово,Энергетическая ,22,Авиамоторная,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298503162/,Москва,sale,flat,13,16,1,34.2,9900000,Теплый Стан, Генерала Тюленева,29К1,Тёплый Стан,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297157995/,Москва,sale,flat,3,4,1,44.1,9300000,,,2,Рассказовка,Бристоль
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/299599495/,Москва,sale,flat,2,12,1,31.05,10400000,Чертаново Южное, Академика Янгеля,8,Улица Академика Янгеля,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301277267/,Москва,sale,flat,18,21,1,49.2,23990000,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,1к1,Мичуринский проспект,Чемпион парк
АЛЬФА 2017,real_estate_agent,https://www.cian.ru/sale/flat/301401833/,Москва,sale,flat,3,19,1,39.4,9500000,, Москвитина,3к1,Рассказовка,Город-парк Первый Московский
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300967353/,Москва,sale,flat,3,16,1,42.4,11500000,Южное Бутово, Адмирала Лазарева,19к1,Бульвар Адмирала Ушакова,
Сергей Гуля,realtor,https://www.cian.ru/sale/flat/300865793/,Москва,sale,flat,7,8,1,44.0,11890000,Солнцево,Родниковая ,5А,Солнцево,
Веста,real_estate_agent,https://www.cian.ru/sale/flat/301811738/,Москва,sale,flat,7,17,1,36.0,9300000,, Авиаконструктора Петлякова,13к1,Пыхтино,Солнцево парк
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300922960/,Москва,sale,flat,8,22,1,47.3,17974000,Чертаново Южное, Академика Янгеля,1к1,Улица Академика Янгеля,Чертановский
Маленков недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301127027/,Москва,sale,flat,9,9,1,30.0,12500000,Богородское,Малая Черкизовская ,64,Преображенская площадь,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/301961643/,Москва,sale,flat,2,9,1,32.5,9700000,Восточное Дегунино,Дубнинская ,26К4,Бескудниково,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301732160/,Москва,sale,flat,17,17,1,39.5,10300000,,,20,Ольховая,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300009662/,Москва,sale,flat,15,16,1,38.0,10200000,Отрадное,Юрловский проезд,1,Отрадное,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300389601/,Москва,sale,flat,3,14,1,36.0,9990000,Сокол,Балтийская ,15,Сокол,
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301507508/,Москва,sale,flat,3,16,1,35.0,9900000,Восточное Дегунино,Дубнинская ,32К3,Бескудниково,
Ольга Боженко,realtor,https://www.cian.ru/sale/flat/301704875/,Москва,sale,flat,1,16,1,36.0,9990000,Левобережный,Прибрежный проезд,1,Ховрино,
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/298794106/,Москва,sale,flat,7,7,1,19.1,7490000,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,
Наталья Ивановна Рагулина,realtor,https://www.cian.ru/sale/flat/301756239/,Москва,sale,flat,3,12,1,38.4,9000000,Косино-Ухтомский, Рудневка,18,Лухмановская,
ID 73038306,real_estate_agent,https://www.cian.ru/sale/flat/300355036/,Москва,sale,flat,7,9,1,32.6,11950000,Зюзино,Азовская ,9К1,Нахимовский проспект,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301380088/,Москва,sale,flat,8,17,1,38.1,9899999,Северное Бутово, Грина,9,Бульвар Дмитрия Донского,
Гильдия Риэлторов Москвы,real_estate_agent,https://www.cian.ru/sale/flat/301175786/,Москва,sale,flat,6,28,1,34.0,18990000,Лефортово,проезд Невельского,1к4,Авиамоторная,Символ
ID 71755644,unknown,https://www.cian.ru/sale/flat/301847640/,Москва,sale,flat,5,15,1,35.0,11800000,Сосенское поселение,проспект Куприна,1к2,,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301717037/,Москва,sale,flat,4,5,1,31.3,10400000,Южное Тушино,Аэродромная ,12К1,Сходненская,
ID 238185,unknown,https://www.cian.ru/sale/flat/300985679/,Москва,sale,flat,9,9,1,32.5,12290000,Строгино, Исаковского,12К2,Строгино,
